applicant_income,coapplicant_income,loan_amount,loan_term_months,credit_history,dependents,employment_status,property_area,approved
3470.0,0.0,97000.0,360,1,1,salaried,semiurban,1
1567.0,1136.0,181000.0,360,1,0,unemployed,semiurban,0
7588.0,0.0,69000.0,360,1,0,salaried,urban,1
5850.0,0.0,75000.0,360,1,0,self_employed,urban,1
4274.0,0.0,192000.0,360,1,2,self_employed,semiurban,1
4365.0,364.0,113000.0,300,1,1,salaried,rural,1
6755.0,8191.0,147000.0,360,1,0,salaried,semiurban,1
2149.0,0.0,131000.0,360,0,0,unemployed,urban,0
3481.0,3255.0,107000.0,360,1,0,salaried,semiurban,1
2649.0,1807.0,93000.0,240,0,0,salaried,urban,0
11336.0,0.0,159000.0,240,0,1,self_employed,semiurban,0
7243.0,0.0,184000.0,360,0,0,self_employed,rural,1
1554.0,1345.0,178000.0,360,1,3,unemployed,semiurban,0
2193.0,2924.0,64000.0,360,1,0,salaried,semiurban,1
4376.0,0.0,196000.0,300,1,0,salaried,urban,0
3691.0,2360.0,93000.0,360,0,2,salaried,semiurban,0
2411.0,1162.0,78000.0,360,1,0,salaried,rural,1
12362.0,3659.0,101000.0,240,1,0,salaried,semiurban,1
5466.0,870.0,159000.0,180,1,0,salaried,semiurban,0
5928.0,0.0,139000.0,360,1,1,salaried,urban,0
3308.0,9572.0,97000.0,240,0,0,salaried,urban,0
6709.0,6266.0,159000.0,360,1,2,salaried,urban,1
3865.0,4880.0,116000.0,360,1,1,salaried,urban,1
4058.0,1883.0,84000.0,360,1,2,self_employed,urban,1
6345.0,4521.0,79000.0,240,1,1,salaried,rural,1
2070.0,0.0,131000.0,360,1,2,salaried,semiurban,0
10389.0,0.0,105000.0,360,1,1,salaried,urban,1
5121.0,5723.0,59000.0,360,1,0,salaried,urban,1
8870.0,4404.0,160000.0,360,0,1,salaried,urban,1
2731.0,1955.0,88000.0,360,1,1,salaried,rural,1
2947.0,848.0,223000.0,360,0,0,salaried,urban,0
2615.0,0.0,58000.0,360,1,1,salaried,rural,1
5298.0,558.0,101000.0,360,1,0,salaried,rural,1
4832.0,0.0,80000.0,240,1,1,salaried,urban,1
3706.0,0.0,70000.0,240,1,0,salaried,semiurban,1
2816.0,2443.0,88000.0,360,1,0,self_employed,rural,1
2482.0,0.0,242000.0,300,1,0,self_employed,urban,0
4563.0,736.0,116000.0,360,1,0,self_employed,urban,1
3704.0,2361.0,76000.0,360,0,0,salaried,rural,0
3318.0,0.0,48000.0,360,0,0,self_employed,rural,1
10133.0,3593.0,50000.0,180,1,1,salaried,semiurban,1
4487.0,0.0,86000.0,360,1,0,salaried,semiurban,1
8822.0,0.0,82000.0,120,1,3,self_employed,urban,0
3581.0,376.0,99000.0,360,1,2,salaried,rural,0
5284.0,0.0,39000.0,360,1,0,salaried,semiurban,1
4547.0,7036.0,105000.0,360,0,0,self_employed,urban,0
2001.0,0.0,173000.0,360,1,0,self_employed,semiurban,0
9549.0,2132.0,226000.0,360,1,0,unemployed,rural,1
4370.0,1123.0,47000.0,300,1,0,salaried,rural,1
6790.0,1621.0,76000.0,240,1,1,salaried,urban,1
3210.0,0.0,74000.0,360,1,1,self_employed,urban,1
4305.0,1394.0,116000.0,360,0,0,salaried,rural,0
3031.0,0.0,63000.0,180,1,1,self_employed,rural,1
8673.0,1980.0,233000.0,300,0,0,salaried,semiurban,0
5463.0,1342.0,111000.0,240,0,2,salaried,semiurban,1
5617.0,1383.0,103000.0,360,1,3,salaried,semiurban,1
9220.0,2454.0,223000.0,180,1,0,self_employed,urban,0
8335.0,0.0,108000.0,360,1,2,salaried,urban,1
6855.0,2741.0,131000.0,180,1,2,salaried,urban,0
2296.0,0.0,78000.0,360,1,0,salaried,urban,1
3302.0,0.0,59000.0,240,1,0,salaried,rural,0
2830.0,5265.0,83000.0,360,1,2,salaried,urban,1
6726.0,0.0,292000.0,240,0,0,self_employed,urban,0
5091.0,0.0,145000.0,360,1,0,salaried,semiurban,1
2333.0,0.0,123000.0,360,1,1,self_employed,urban,0
4254.0,1438.0,70000.0,240,1,0,self_employed,urban,1
2215.0,0.0,164000.0,360,1,0,salaried,semiurban,0
4552.0,0.0,59000.0,300,1,3,salaried,urban,1
2043.0,507.0,54000.0,360,0,0,salaried,semiurban,0
6090.0,0.0,85000.0,360,1,1,salaried,rural,1
5648.0,5540.0,263000.0,240,1,1,salaried,urban,1
12137.0,0.0,256000.0,360,1,0,unemployed,rural,1
7143.0,0.0,89000.0,180,1,1,unemployed,rural,1
3784.0,0.0,81000.0,360,0,1,self_employed,rural,0
7038.0,0.0,52000.0,360,1,0,salaried,semiurban,1
2324.0,0.0,113000.0,360,1,1,self_employed,semiurban,0
2889.0,0.0,117000.0,240,1,3,self_employed,semiurban,0
5522.0,5062.0,156000.0,360,1,2,salaried,semiurban,1
1589.0,1553.0,164000.0,180,1,0,self_employed,urban,0
4589.0,1190.0,100000.0,360,1,0,salaried,rural,1
2807.0,1706.0,140000.0,300,0,1,salaried,semiurban,0
4918.0,0.0,80000.0,240,1,2,salaried,rural,1
2727.0,0.0,139000.0,180,1,2,salaried,urban,0
5780.0,1525.0,87000.0,360,1,0,salaried,urban,1
4720.0,1249.0,134000.0,240,1,2,self_employed,semiurban,0
9416.0,0.0,129000.0,360,1,0,unemployed,semiurban,1
4691.0,897.0,113000.0,360,0,0,salaried,semiurban,0
3183.0,0.0,156000.0,300,0,1,self_employed,urban,0
4132.0,0.0,54000.0,120,0,0,unemployed,urban,1
2387.0,4498.0,68000.0,180,1,1,salaried,semiurban,1
5728.0,1518.0,97000.0,180,1,0,salaried,urban,0
6279.0,3110.0,57000.0,360,0,2,salaried,rural,1
16068.0,2266.0,91000.0,360,1,3,salaried,urban,1
3426.0,3363.0,92000.0,240,1,0,self_employed,urban,1
4089.0,2158.0,197000.0,180,1,1,salaried,urban,0
3506.0,624.0,116000.0,360,0,1,salaried,semiurban,1
5198.0,4049.0,173000.0,300,0,0,salaried,semiurban,0
5658.0,1879.0,125000.0,360,1,2,salaried,semiurban,1
4552.0,0.0,86000.0,360,1,1,self_employed,rural,1
8048.0,3239.0,116000.0,240,1,0,salaried,urban,1
3434.0,0.0,151000.0,360,1,2,salaried,semiurban,0
7655.0,1053.0,187000.0,360,1,0,salaried,urban,0
6120.0,3161.0,103000.0,360,1,0,salaried,urban,1
4647.0,1616.0,52000.0,360,0,0,salaried,semiurban,0
3994.0,0.0,50000.0,360,1,2,salaried,urban,1
15730.0,1764.0,94000.0,360,1,3,salaried,semiurban,1
3107.0,4090.0,38000.0,360,0,0,salaried,semiurban,0
5426.0,2687.0,245000.0,360,1,0,self_employed,semiurban,1
3213.0,0.0,143000.0,360,1,0,self_employed,semiurban,0
11416.0,1538.0,82000.0,360,1,1,self_employed,semiurban,1
7284.0,2351.0,66000.0,300,1,0,self_employed,urban,1
3330.0,0.0,173000.0,360,1,0,self_employed,urban,0
6041.0,1924.0,66000.0,240,1,0,salaried,urban,1
5318.0,2898.0,69000.0,240,1,0,salaried,semiurban,1
3611.0,0.0,77000.0,300,1,1,salaried,rural,0
6830.0,2180.0,115000.0,240,1,1,salaried,urban,0
5680.0,6677.0,144000.0,360,1,0,self_employed,semiurban,1
5207.0,4634.0,187000.0,240,1,0,salaried,semiurban,1
4578.0,2112.0,175000.0,360,0,0,self_employed,rural,1
5800.0,0.0,109000.0,360,1,1,self_employed,semiurban,1
5243.0,0.0,173000.0,240,1,0,salaried,semiurban,0
4815.0,0.0,81000.0,240,1,0,self_employed,semiurban,0
3393.0,2481.0,48000.0,360,1,1,salaried,rural,1
10904.0,0.0,81000.0,360,1,0,self_employed,urban,1
2765.0,0.0,76000.0,300,1,1,salaried,rural,1
5790.0,919.0,82000.0,240,1,0,salaried,urban,1
3983.0,0.0,71000.0,240,0,0,salaried,rural,0
11269.0,0.0,89000.0,180,1,1,salaried,urban,1
2976.0,0.0,144000.0,120,1,0,salaried,urban,0
3237.0,5092.0,236000.0,360,1,0,self_employed,urban,0
2879.0,5565.0,50000.0,180,1,2,self_employed,semiurban,1
5496.0,0.0,61000.0,180,1,0,salaried,urban,1
2353.0,0.0,76000.0,360,1,2,salaried,urban,0
3680.0,3419.0,154000.0,360,1,0,salaried,semiurban,1
1594.0,5308.0,99000.0,360,0,2,salaried,urban,0
5272.0,0.0,79000.0,360,1,2,unemployed,semiurban,0
3641.0,789.0,151000.0,360,1,0,salaried,rural,0
2222.0,8159.0,168000.0,180,1,1,salaried,semiurban,1
8045.0,0.0,108000.0,240,1,1,salaried,urban,0
2431.0,1399.0,76000.0,360,1,0,salaried,urban,0
6964.0,972.0,123000.0,360,1,0,salaried,rural,0
3293.0,2845.0,98000.0,360,1,3,self_employed,urban,1
10413.0,0.0,98000.0,300,1,1,self_employed,urban,1
6801.0,2517.0,87000.0,360,1,3,unemployed,rural,1
2824.0,0.0,165000.0,300,1,2,self_employed,rural,0
2956.0,0.0,122000.0,360,0,2,salaried,urban,0
6328.0,0.0,174000.0,360,1,1,self_employed,semiurban,0
4100.0,2618.0,199000.0,240,1,1,self_employed,semiurban,1
4296.0,1376.0,134000.0,240,1,2,self_employed,semiurban,1
8832.0,2213.0,87000.0,360,1,1,unemployed,urban,0
3215.0,0.0,174000.0,360,0,0,self_employed,urban,0
4893.0,0.0,135000.0,180,0,1,self_employed,semiurban,0
7535.0,0.0,352000.0,360,1,0,salaried,urban,0
7006.0,3054.0,125000.0,300,1,3,self_employed,semiurban,1
4316.0,1151.0,149000.0,360,0,1,salaried,urban,1
4046.0,0.0,124000.0,300,0,1,salaried,rural,0
1960.0,2020.0,104000.0,360,1,0,self_employed,rural,1
2757.0,0.0,97000.0,180,1,1,unemployed,semiurban,0
5482.0,2653.0,125000.0,360,1,0,unemployed,rural,0
4364.0,0.0,138000.0,180,0,1,salaried,urban,0
4854.0,0.0,183000.0,360,0,1,self_employed,semiurban,0
7861.0,5720.0,125000.0,360,0,0,self_employed,urban,0
2582.0,2307.0,89000.0,240,1,0,salaried,rural,1
4154.0,0.0,94000.0,240,0,1,salaried,rural,0
5138.0,2304.0,60000.0,300,1,0,salaried,rural,1
3288.0,8356.0,230000.0,360,1,2,self_employed,rural,1
9564.0,811.0,86000.0,360,1,2,salaried,rural,1
7364.0,2040.0,169000.0,360,1,2,unemployed,urban,1
5405.0,0.0,124000.0,360,1,0,salaried,rural,0
11466.0,2137.0,125000.0,360,1,0,unemployed,semiurban,1
2210.0,2289.0,103000.0,360,1,3,salaried,semiurban,1
4657.0,0.0,77000.0,180,0,3,self_employed,semiurban,0
5615.0,2120.0,71000.0,180,1,0,salaried,urban,1
2959.0,4886.0,237000.0,300,1,1,salaried,urban,0
5434.0,0.0,115000.0,360,1,0,self_employed,urban,1
2688.0,0.0,181000.0,180,1,0,unemployed,urban,0
6603.0,0.0,203000.0,360,1,3,self_employed,semiurban,1
7934.0,0.0,91000.0,240,1,3,salaried,rural,1
5357.0,2424.0,132000.0,360,1,3,salaried,semiurban,1
1851.0,8415.0,111000.0,120,1,0,salaried,semiurban,1
2883.0,0.0,65000.0,360,0,0,salaried,semiurban,0
6200.0,0.0,100000.0,180,1,2,self_employed,semiurban,1
4725.0,0.0,142000.0,300,1,1,self_employed,urban,1
1216.0,1684.0,87000.0,120,1,0,self_employed,rural,0
8703.0,3981.0,94000.0,360,0,1,self_employed,urban,1
5006.0,8153.0,101000.0,360,1,0,self_employed,semiurban,1
3104.0,0.0,282000.0,180,1,1,self_employed,semiurban,0
7688.0,0.0,48000.0,360,1,2,salaried,semiurban,0
3332.0,2048.0,137000.0,360,1,0,salaried,rural,1
3314.0,2314.0,97000.0,360,0,0,self_employed,urban,1
5592.0,1179.0,82000.0,360,1,1,self_employed,rural,1
11390.0,725.0,96000.0,300,1,1,salaried,semiurban,1
10528.0,0.0,147000.0,360,0,0,salaried,rural,0
5596.0,0.0,151000.0,360,0,0,self_employed,semiurban,1
5891.0,1629.0,119000.0,360,1,1,salaried,rural,0
6945.0,0.0,178000.0,240,1,0,salaried,rural,0
2494.0,0.0,193000.0,360,1,1,self_employed,semiurban,0
6452.0,1599.0,158000.0,180,1,1,self_employed,rural,0
3239.0,879.0,85000.0,360,0,0,salaried,semiurban,0
5482.0,1542.0,136000.0,120,0,1,self_employed,semiurban,0
4172.0,1596.0,137000.0,240,1,1,salaried,rural,1
6007.0,1298.0,76000.0,360,1,1,self_employed,urban,0
4959.0,0.0,54000.0,360,1,1,salaried,semiurban,1
1006.0,527.0,44000.0,120,1,0,salaried,urban,0
5113.0,498.0,113000.0,360,0,0,salaried,urban,0
6445.0,0.0,125000.0,360,1,0,salaried,rural,1
5843.0,2137.0,64000.0,360,1,0,self_employed,urban,1
4441.0,0.0,175000.0,360,1,0,salaried,urban,1
10626.0,0.0,117000.0,180,1,0,salaried,urban,1
5463.0,0.0,200000.0,180,1,1,salaried,semiurban,0
5819.0,0.0,129000.0,360,1,0,self_employed,rural,1
7881.0,0.0,68000.0,240,1,2,self_employed,rural,1
5604.0,0.0,134000.0,360,1,1,unemployed,urban,0
2984.0,1592.0,147000.0,360,1,0,salaried,semiurban,1
1381.0,1925.0,85000.0,360,1,1,salaried,semiurban,0
3683.0,11303.0,57000.0,240,1,0,salaried,semiurban,1
6840.0,1744.0,114000.0,360,0,3,salaried,semiurban,0
3918.0,2949.0,70000.0,360,1,3,unemployed,urban,0
6978.0,3141.0,181000.0,120,0,2,self_employed,semiurban,0
5036.0,3334.0,91000.0,240,1,1,salaried,semiurban,1
8902.0,2447.0,237000.0,240,1,2,salaried,semiurban,1
4034.0,2289.0,42000.0,300,1,1,self_employed,semiurban,0
5906.0,0.0,116000.0,360,1,2,salaried,rural,1
6021.0,0.0,208000.0,360,0,0,salaried,semiurban,1
9905.0,0.0,73000.0,240,1,2,salaried,urban,1
1992.0,8267.0,102000.0,360,1,1,salaried,rural,1
3717.0,0.0,91000.0,240,1,0,salaried,rural,1
7146.0,0.0,80000.0,240,1,3,salaried,urban,1
10127.0,3638.0,122000.0,180,1,1,salaried,semiurban,1
5271.0,0.0,61000.0,360,0,2,self_employed,urban,0
4039.0,1665.0,104000.0,360,1,0,salaried,semiurban,1
6826.0,0.0,138000.0,360,1,1,salaried,urban,1
7218.0,0.0,99000.0,360,0,1,unemployed,semiurban,0
3906.0,1165.0,70000.0,240,1,0,self_employed,urban,1
5515.0,0.0,173000.0,360,1,2,salaried,semiurban,0
8436.0,9200.0,152000.0,180,0,1,salaried,rural,0
12031.0,2137.0,68000.0,300,1,0,self_employed,urban,1
6777.0,7161.0,61000.0,360,1,1,salaried,rural,1
4779.0,2310.0,71000.0,120,0,0,salaried,rural,0
4550.0,2374.0,139000.0,240,1,2,self_employed,rural,1
6178.0,0.0,124000.0,240,0,2,salaried,urban,0
4412.0,3865.0,156000.0,180,1,0,self_employed,rural,0
5140.0,5169.0,94000.0,360,1,1,salaried,urban,1
2755.0,0.0,72000.0,240,1,0,self_employed,urban,0
8942.0,1561.0,165000.0,360,1,0,salaried,rural,1
2644.0,3792.0,85000.0,360,1,2,salaried,semiurban,1
3767.0,0.0,119000.0,360,1,0,salaried,semiurban,0
4909.0,0.0,54000.0,360,1,0,salaried,urban,1
12651.0,4051.0,84000.0,360,1,0,self_employed,rural,1
3784.0,4326.0,172000.0,240,1,1,salaried,semiurban,1
3351.0,0.0,79000.0,240,1,2,salaried,semiurban,1
3550.0,0.0,157000.0,360,1,0,self_employed,rural,0
10716.0,858.0,38000.0,360,1,0,self_employed,urban,1
1146.0,1068.0,85000.0,360,1,0,salaried,urban,0
2832.0,2180.0,101000.0,120,1,0,salaried,semiurban,0
18318.0,0.0,239000.0,360,1,0,unemployed,rural,1
6282.0,0.0,64000.0,360,1,2,self_employed,urban,1
2689.0,0.0,148000.0,360,1,1,self_employed,urban,0
4578.0,948.0,176000.0,180,1,0,self_employed,urban,0
4835.0,0.0,79000.0,240,1,1,self_employed,rural,0
7137.0,0.0,92000.0,360,0,2,salaried,urban,0
11728.0,984.0,116000.0,360,1,0,salaried,semiurban,1
5678.0,0.0,56000.0,120,1,0,salaried,rural,1
3569.0,2679.0,89000.0,180,1,2,self_employed,urban,0
6929.0,566.0,194000.0,360,1,0,unemployed,semiurban,1
3297.0,0.0,138000.0,360,1,2,salaried,semiurban,0
2789.0,6296.0,102000.0,360,1,2,salaried,rural,1
1939.0,0.0,115000.0,360,1,2,salaried,urban,0
2138.0,564.0,142000.0,240,1,0,unemployed,urban,0
2986.0,2462.0,154000.0,240,1,0,salaried,urban,0
2594.0,1000.0,85000.0,360,1,2,salaried,semiurban,0
5468.0,867.0,218000.0,360,1,0,salaried,rural,1
2567.0,1846.0,197000.0,240,1,0,salaried,urban,0
971.0,0.0,148000.0,360,1,1,salaried,urban,0
2774.0,3040.0,75000.0,240,1,0,salaried,rural,1
3693.0,1211.0,69000.0,240,1,1,salaried,urban,1
3454.0,0.0,94000.0,360,1,3,salaried,urban,1
9994.0,415.0,112000.0,180,0,1,salaried,semiurban,1
3440.0,0.0,49000.0,120,0,0,salaried,urban,0
7262.0,1122.0,136000.0,360,1,3,salaried,urban,1
4631.0,2111.0,195000.0,300,1,1,self_employed,semiurban,1
4577.0,0.0,141000.0,300,1,0,salaried,urban,0
3079.0,0.0,80000.0,360,0,1,salaried,semiurban,1
4540.0,0.0,76000.0,240,1,0,salaried,semiurban,1
3189.0,2030.0,125000.0,360,1,0,salaried,semiurban,1
5090.0,2916.0,102000.0,300,1,1,salaried,urban,1
4154.0,0.0,133000.0,180,1,0,salaried,rural,0
2915.0,0.0,143000.0,360,1,0,self_employed,urban,0
7677.0,0.0,178000.0,300,1,1,salaried,semiurban,1
5787.0,0.0,66000.0,360,1,0,salaried,urban,1
3737.0,0.0,121000.0,360,0,1,salaried,rural,0
5028.0,1917.0,93000.0,360,1,0,salaried,urban,1
4483.0,0.0,104000.0,300,1,1,salaried,urban,1
3030.0,923.0,161000.0,240,0,2,self_employed,semiurban,0
4843.0,7068.0,169000.0,360,0,0,self_employed,urban,0
3427.0,0.0,205000.0,360,1,2,salaried,urban,0
2915.0,1569.0,132000.0,360,0,0,salaried,semiurban,1
2077.0,1027.0,104000.0,360,1,0,salaried,rural,0
3908.0,0.0,97000.0,240,1,0,salaried,urban,0
6207.0,0.0,50000.0,180,0,0,self_employed,rural,1
3303.0,1407.0,199000.0,360,1,0,salaried,rural,0
16487.0,0.0,94000.0,360,0,2,salaried,rural,1
7280.0,2136.0,137000.0,240,1,2,unemployed,semiurban,0
8975.0,0.0,148000.0,360,1,3,salaried,semiurban,0
6958.0,1821.0,62000.0,360,1,3,salaried,semiurban,0
11807.0,169.0,72000.0,300,1,0,self_employed,semiurban,1
3154.0,2080.0,219000.0,240,0,0,salaried,rural,0
1299.0,2023.0,124000.0,360,1,0,salaried,urban,1
3740.0,4134.0,84000.0,360,1,1,salaried,urban,1
6180.0,4996.0,103000.0,360,1,2,self_employed,urban,1
5043.0,0.0,178000.0,180,1,0,salaried,rural,0
5365.0,3538.0,166000.0,360,1,0,salaried,semiurban,1
9049.0,924.0,56000.0,360,1,0,salaried,semiurban,1
5659.0,0.0,228000.0,360,1,2,salaried,rural,1
6971.0,0.0,169000.0,300,1,0,self_employed,rural,1
2923.0,0.0,102000.0,120,1,1,salaried,urban,0
2704.0,1755.0,64000.0,360,1,0,salaried,rural,1
10478.0,5326.0,175000.0,240,1,0,salaried,rural,1
4917.0,0.0,135000.0,240,1,0,self_employed,urban,0
3423.0,0.0,57000.0,360,1,2,salaried,semiurban,0
3427.0,1183.0,98000.0,240,1,2,self_employed,urban,0
3379.0,0.0,445000.0,360,1,0,salaried,semiurban,0
3280.0,0.0,110000.0,360,1,0,salaried,semiurban,1
2461.0,0.0,78000.0,360,1,0,self_employed,urban,0
2208.0,2325.0,69000.0,240,0,0,self_employed,urban,1
4241.0,0.0,242000.0,360,1,0,salaried,urban,0
3476.0,2382.0,160000.0,360,1,0,self_employed,urban,0
8132.0,0.0,206000.0,360,1,1,salaried,semiurban,1
5413.0,3700.0,122000.0,240,1,2,salaried,urban,0
5338.0,6715.0,192000.0,240,1,1,unemployed,urban,1
3224.0,1328.0,74000.0,360,1,1,salaried,semiurban,1
4401.0,0.0,117000.0,180,1,3,self_employed,semiurban,1
5600.0,0.0,124000.0,360,1,3,salaried,semiurban,0
6688.0,0.0,203000.0,180,0,0,self_employed,rural,0
4461.0,0.0,126000.0,180,1,0,salaried,urban,0
8019.0,0.0,82000.0,360,1,0,salaried,rural,1
4694.0,0.0,112000.0,360,1,2,salaried,urban,0
6949.0,1655.0,51000.0,360,1,0,salaried,semiurban,1
3659.0,0.0,38000.0,360,0,0,salaried,rural,0
1889.0,5591.0,159000.0,360,1,1,salaried,rural,1
5346.0,2041.0,92000.0,360,0,1,salaried,semiurban,0
6719.0,841.0,97000.0,240,1,1,salaried,semiurban,1
6233.0,865.0,159000.0,300,1,2,salaried,urban,1
5774.0,0.0,205000.0,300,1,1,self_employed,semiurban,0
3927.0,0.0,139000.0,360,1,2,self_employed,rural,1
3123.0,669.0,260000.0,300,1,0,self_employed,rural,0
6160.0,0.0,137000.0,360,1,2,salaried,semiurban,1
5786.0,3226.0,125000.0,360,0,1,self_employed,urban,1
3532.0,1544.0,122000.0,360,1,0,salaried,semiurban,1
8141.0,2454.0,61000.0,360,1,3,salaried,urban,1
3007.0,2279.0,168000.0,360,0,3,salaried,urban,0
3492.0,3046.0,36000.0,360,1,2,self_employed,urban,1
10596.0,3051.0,84000.0,240,1,2,salaried,semiurban,1
7218.0,322.0,110000.0,360,1,0,salaried,urban,1
3909.0,1689.0,76000.0,240,0,0,unemployed,urban,0
5397.0,0.0,89000.0,360,1,0,salaried,urban,1
5051.0,1499.0,250000.0,300,1,2,salaried,rural,0
1185.0,2049.0,179000.0,180,1,2,unemployed,semiurban,0
2971.0,3380.0,80000.0,240,1,3,salaried,urban,0
4558.0,2115.0,88000.0,360,1,2,salaried,urban,1
3912.0,5742.0,61000.0,360,1,1,self_employed,semiurban,1
5290.0,4398.0,150000.0,300,1,0,self_employed,urban,1
8223.0,0.0,98000.0,240,1,0,salaried,semiurban,1
3981.0,0.0,45000.0,360,1,0,self_employed,semiurban,1
2755.0,0.0,114000.0,360,0,2,salaried,rural,0
5500.0,0.0,133000.0,360,1,0,salaried,urban,1
3971.0,775.0,168000.0,180,1,2,salaried,semiurban,0
4324.0,2333.0,106000.0,360,1,1,salaried,urban,1
4040.0,2224.0,92000.0,360,1,0,self_employed,rural,1
14342.0,3252.0,267000.0,360,0,2,self_employed,rural,1
1525.0,5312.0,109000.0,360,1,1,salaried,semiurban,1
3850.0,1962.0,151000.0,360,1,1,salaried,semiurban,0
4666.0,0.0,86000.0,360,1,0,salaried,urban,1
3163.0,2351.0,149000.0,240,1,0,self_employed,rural,0
7331.0,799.0,57000.0,180,0,0,salaried,semiurban,0
7021.0,0.0,89000.0,300,0,1,salaried,urban,1
4565.0,1539.0,63000.0,180,1,2,salaried,semiurban,1
4083.0,0.0,83000.0,300,1,3,salaried,semiurban,1
4421.0,0.0,192000.0,360,1,2,self_employed,rural,1
4436.0,0.0,83000.0,360,0,0,self_employed,semiurban,1
4495.0,1785.0,151000.0,120,1,3,salaried,semiurban,0
4256.0,1460.0,216000.0,180,1,0,self_employed,semiurban,0
5304.0,0.0,108000.0,360,1,0,unemployed,urban,1
6813.0,0.0,171000.0,360,1,1,salaried,urban,0
2527.0,0.0,139000.0,180,0,2,salaried,urban,0
2765.0,1585.0,115000.0,360,1,3,salaried,rural,0
1950.0,4637.0,153000.0,240,1,2,self_employed,semiurban,1
7210.0,769.0,250000.0,180,1,0,salaried,semiurban,0
5298.0,756.0,82000.0,360,0,0,salaried,urban,1
6019.0,854.0,71000.0,360,1,0,salaried,urban,1
2288.0,0.0,69000.0,300,0,1,self_employed,semiurban,0
11413.0,4636.0,171000.0,360,0,0,salaried,urban,0
3448.0,0.0,181000.0,360,0,0,self_employed,urban,0
5085.0,0.0,86000.0,120,1,0,salaried,semiurban,0
7167.0,1718.0,42000.0,360,1,1,unemployed,urban,1
2854.0,2984.0,81000.0,240,0,1,salaried,urban,1
3558.0,0.0,140000.0,360,0,0,salaried,semiurban,0
5113.0,1376.0,106000.0,360,1,0,self_employed,rural,1
19511.0,779.0,118000.0,300,1,1,self_employed,urban,1
5435.0,0.0,86000.0,240,1,1,salaried,semiurban,0
10438.0,0.0,172000.0,360,1,0,salaried,rural,1
8543.0,0.0,127000.0,300,0,0,self_employed,semiurban,0
5620.0,0.0,142000.0,360,1,3,self_employed,semiurban,1
2851.0,4747.0,117000.0,300,1,2,salaried,semiurban,1
7942.0,0.0,138000.0,360,1,0,salaried,semiurban,1
2210.0,0.0,134000.0,360,0,1,self_employed,urban,0
10409.0,0.0,72000.0,300,1,1,self_employed,semiurban,1
5167.0,0.0,129000.0,360,1,0,self_employed,urban,0
1243.0,0.0,156000.0,360,1,0,salaried,urban,0
3943.0,0.0,183000.0,360,0,3,salaried,urban,0
6483.0,2620.0,132000.0,360,1,1,self_employed,urban,1
4153.0,0.0,71000.0,360,1,0,self_employed,urban,1
6684.0,3902.0,76000.0,360,1,2,self_employed,semiurban,0
3056.0,0.0,90000.0,360,0,0,salaried,rural,0
2433.0,0.0,119000.0,360,1,1,salaried,urban,1
4511.0,0.0,103000.0,300,1,0,self_employed,semiurban,1
4749.0,2497.0,66000.0,360,1,0,salaried,semiurban,1
3928.0,871.0,66000.0,360,1,0,unemployed,urban,0
8636.0,3186.0,42000.0,360,0,3,salaried,urban,0
3056.0,1966.0,27000.0,240,0,1,self_employed,urban,0
5468.0,2433.0,103000.0,240,1,2,self_employed,urban,1
4837.0,0.0,310000.0,240,0,0,salaried,urban,0
2147.0,1676.0,245000.0,360,1,2,salaried,urban,0
2417.0,0.0,70000.0,360,0,0,salaried,semiurban,0
4703.0,3475.0,117000.0,300,1,1,salaried,urban,1
12589.0,0.0,56000.0,240,1,0,salaried,urban,1
6246.0,0.0,60000.0,360,0,1,salaried,urban,0
1973.0,0.0,64000.0,360,0,0,unemployed,semiurban,0
987.0,0.0,99000.0,360,1,0,salaried,urban,0
6745.0,0.0,100000.0,180,1,2,salaried,semiurban,1
4455.0,0.0,122000.0,180,0,0,salaried,urban,0
8272.0,0.0,147000.0,180,1,0,salaried,urban,1
3010.0,1157.0,94000.0,300,1,2,salaried,rural,1
5570.0,447.0,111000.0,360,1,0,salaried,urban,1
7137.0,0.0,67000.0,240,1,1,self_employed,urban,1
3738.0,2585.0,60000.0,300,1,2,salaried,urban,1
3778.0,1957.0,56000.0,120,0,1,unemployed,rural,0
4735.0,0.0,146000.0,300,1,0,salaried,semiurban,0
6132.0,557.0,94000.0,180,1,1,salaried,semiurban,0
4642.0,0.0,47000.0,180,1,1,self_employed,rural,0
7608.0,0.0,106000.0,120,0,0,self_employed,urban,0
3711.0,0.0,62000.0,360,1,2,salaried,rural,1
2406.0,0.0,230000.0,360,0,3,salaried,urban,0
12563.0,0.0,84000.0,360,1,0,salaried,semiurban,1
3455.0,0.0,148000.0,180,1,0,salaried,semiurban,0
3518.0,0.0,178000.0,360,0,1,salaried,urban,0
4524.0,1568.0,71000.0,360,1,0,salaried,rural,1
4835.0,0.0,113000.0,360,0,2,salaried,urban,0
3853.0,0.0,140000.0,180,1,0,salaried,rural,0
4634.0,2063.0,115000.0,360,1,0,unemployed,urban,1
4583.0,4289.0,128000.0,360,1,1,self_employed,semiurban,1
5102.0,0.0,60000.0,360,0,3,salaried,rural,0
1438.0,5349.0,140000.0,360,1,0,salaried,urban,1
11973.0,0.0,88000.0,360,1,2,salaried,rural,1
4343.0,2709.0,128000.0,360,1,0,salaried,semiurban,1
6250.0,2191.0,165000.0,180,0,0,self_employed,semiurban,0
